210,45
211,45
212,20
213,20
214,30
222,20
310,45
311,45
312,28
313,25
ประชุม-4,45
2-201,25
2-301,20
2-302,18
2-306,30
2-307,18
2-401,45
2-404,48
Slope-03-001,140
116-03-002,20
116-03-003,20
ชั้น2โรงอาหาร,100
